title,price,original_price,rating,reviews,link,image,category
"JETech Case for iPad Air 11-Inch M4/M3/M2 (2026/2025/2024), iPad Air 5 (2022 5th Generation 10.9-Inch), Slim Stand Hard Back Shell Cover with Auto Wake/Sleep (Black)",SGD 17.10,,4.5,2.5K,N/A,https://m.media-amazon.com/images/I/61+NHdvjnQL._AC_UY218_.jpg,electronics
"UESWILL Smooth Matte Hard Case Compatible with MacBook Pro (Retina, 13 inch, Early 2015/2014/2013/Late 2012), Model A1502/A1425,No USB-C, No CD-ROM, Black",SGD 21.57,SGD 22.77,4.2,25.4K,N/A,https://m.media-amazon.com/images/I/41HnRh0aEEL._AC_UY218_.jpg,electronics
